cluster_id,start_date,end_date,length_days,n_high_days,max_vol_z,avg_ret_%,post_1d_%,post_3d_%,post_5d_%,pump_dump,pump_pct_%,dump_pct_%,time_to_peak_days,time_to_dump_days
35,2023-03-02,2023-03-02,1,0,2.0147853876384123,7.100003560384111,-3.1434802219291735,-12.822909126268122,-21.444136532676573,1,0.0,-12.822909126268122,0.0,5.0
36,2023-03-24,2023-03-24,1,0,3.058321582817579,-6.868131991522031,3.455540289264336,15.297097084449153,15.929206740681124,0,0.0,3.455540289264336,0.0,3.0
37,2023-05-09,2023-05-09,1,0,1.9787710083565548,-9.44987125820354,3.870656155970087,-0.9799155533301573,8.770215232286272,0,,,,
38,2023-05-30,2023-05-31,2,1,4.525212927186489,-9.566808400110625,2.329451249577774,7.70936958797781,17.359950313728678,1,0.0,-8.430674466162769,0.0,1.0
39,2023-07-05,2023-07-06,2,0,2.917516961045832,5.4106046490546795,2.54518115519895,-0.995944122777237,0.5901875463293793,0,4.550714582676818,-0.995944122777237,1.0,5.0
40,2023-08-01,2023-08-01,1,1,6.753182199840689,13.24232480937255,-1.5672105273686676,-7.383968476206659,-12.597951376521655,1,0.0,-7.383968476206659,0.0,3.0
41,2023-09-05,2023-09-07,3,0,3.195355705896106,4.852781862094955,-6.5832379745450975,-9.575616985282798,-9.466810938883585,1,9.404761877730316,-9.575616985282798,2.0,5.0
42,2023-11-01,2023-11-01,1,1,4.4071228047501085,1.67234716697599,-5.117277242839668,0.5178134616627084,-2.4977260547875524,1,0.0,-5.117277242839668,0.0,1.0
43,2023-12-07,2023-12-07,1,0,2.9395253824937333,-4.79339095186596,0.694447111936336,-4.895832933209543,-7.934027458138648,0,0.0,-4.895832933209543,0.0,5.0
44,2024-03-12,2024-03-12,1,0,2.575783281376665,7.62886376978417,11.54215446181206,14.181037172015731,23.323759746044924,0,0.0,9.339084489062088,0.0,2.0
45,2024-04-30,2024-04-30,1,1,6.391390817052275,0.0953310686371,0.0,4.761904761904767,-0.9523845854259694,0,0.0,0.0,0.0,1.0
46,2024-06-12,2024-06-12,1,0,2.761639058904524,13.61336286892256,-1.8262798818650339,2.8953211422749536,6.013356027807704,0,0.0,-3.563479364017741,0.0,2.0
47,2024-06-17,2024-06-17,1,0,1.884594359562293,6.69746322627364,-1.0389600309733793,-0.8658041542712769,-7.619048484058322,0,,,,
48,2024-07-30,2024-07-30,1,0,2.205446587572314,-6.66666666666666,-0.5714325677780852,-7.9047611781528975,-9.523809523809524,1,0.0,-7.9047611781528975,0.0,3.0
49,2024-09-26,2024-09-27,2,1,4.1806659219422055,7.198608596803016,10.421008853071267,18.924555893464845,18.04918701549547,0,0.0,-1.0313531450518942,0.0,1.0
50,2024-09-30,2024-10-02,3,1,4.334164747429329,8.71763280226013,-4.812481828209347,-2.5236635239204497,-10.480195230130995,0,7.701022775211719,-4.812481828209347,2.0,1.0
