Date,Adj Close,Close,High,Low,Open,Volume,gap_days,intraday_range,return,volatility_120,log_return,range_pct,close_open_ret,vol_mean,vol_std,ret_mean,ret_std,vol_z,ret_z,vol_ratio,MA_5,MA_20,MA_50,RSI_14,BB_upper,BB_lower,BB_pos,MACD_line,MACD_signal,MACD_hist,ATR_14,return_z,vol_ratio_z,range_pct_z,RSI_14_z,ml_score,rule_score,anomaly_score,label,severity
2024-01-30,57673.51953125,66900.0,67300.0,66900.0,67300.0,1840400,1.0,400.0,-0.0014925373134327,0.0121660231368976,-0.0014936522567832,0.0059790732436472,-0.0059435364041604,2700226.125,1152348.145087827,-0.0008229898731249,0.0121660231368976,-0.7461513507573423,-0.0550342073801595,0.752139648078692,67020.0,67730.0,68122.0,38.888888888888886,69142.87314586832,66317.12685413168,-0.5874554289797232,-360.7228468562389,-313.50899266398824,-47.213854192250665,742.8571428571429,-0.1137088399215248,-0.7543952485427632,-1.4496583461109651,-1.0557791672191843,0.0253146860834045,0.0,0.010125874433361801,No,Normal
2024-01-31,57759.73046875,67000.0,68200.0,66900.0,67200.0,4441100,1.0,1300.0,0.0014947683109118,0.0120546727837371,0.0014936522567833,0.0194029850746268,-0.0029761904761904,2706175.6083333334,1159515.4031469128,-0.0006539339179613,0.0120546727837371,1.4962495426607527,0.1782464167564958,1.7947565434497434,66960.0,67665.0,68062.0,44.89795918367347,69087.04448816337,66242.95551183663,-0.4676365651955627,-361.37825649448496,-323.0828454300876,-38.29541106439734,785.7142857142857,0.1914605829722785,3.630023630185809,2.032971299112285,-0.1730719199505069,0.1392829215542139,0.2030727832760528,0.17755683858731725,No,Normal
2024-02-01,58190.7734375,67500.0,67800.0,67200.0,67200.0,2549300,1.0,600.0,0.007462686567164,0.0120773031715968,0.0074349784875179,0.0088888888888888,0.0044642857142857,2703976.225,1159560.9504591846,-0.0005917448632349,0.0120773031715968,-0.1333920609682039,0.666906453863083,1.0386655222545214,67080.0,67590.0,68026.0,45.99999999999999,68866.34346144718,66313.65653855282,-0.0705139350954588,-317.8874434589816,-322.0437650358664,4.156321576884807,771.4285714285714,0.923753349254626,0.5339602512451651,-0.6257455614693607,-0.0350013987172561,0.0254302724144702,0.0,0.01017210896578808,No,Normal
2024-02-02,58104.5703125,67400.0,67700.0,67000.0,67500.0,2677300,1.0,700.0,-0.0014814814814815,0.0120646400543139,-0.0014825799602228,0.0103857566765578,-0.0014814814814814,2707917.625,1158651.82905264,-0.0006496901774502,0.0120646400543139,-0.0264252161281566,-0.0689445603256017,1.090026256361489,67160.0,67510.0,67984.0,52.27272727272727,68601.40180260841,66418.59819739159,-0.100787812276931,-288.16800369090925,-315.268612766875,27.10060907596573,757.1428571428571,-0.1622767007742292,0.7231506632716501,-0.1767214526579801,0.8742042877059294,0.0,0.0,0.0,No,Normal
2024-02-05,58621.81640625,68000.0,68200.0,67200.0,67400.0,3565900,3.0,1000.0,0.0089020771513352,0.0120958922413139,0.0088626872578453,0.0147058823529411,0.0089020771513353,2709579.175,1159746.6636430658,-0.0005641683327083,0.0120958922413139,0.7383688626532228,0.7826000178565887,1.4383388503246792,67360.0,67470.0,67956.0,60.41666666666666,68410.54855214784,66529.45144785216,0.5635009471756558,-213.7363286168548,-294.96215593687094,81.22582732001621,792.8571428571429,1.2010516531805195,1.9691361376164944,0.9568148782539028,1.926255877930482,0.1086075766549158,0.0,0.04344303066196632,No,Normal
2024-02-06,58276.98046875,67600.0,68200.0,67600.0,68100.0,2463800,1.0,600.0,-0.0058823529411764,0.0120855794222375,-0.0058997221271882,0.0088757396449704,-0.0073421439060205,2711279.9833333334,1159230.9035295993,-0.0005450680495433,0.0120855794222375,-0.213486357704761,-0.4416242453226916,0.9958975042887228,67500.0,67440.0,67934.0,52.08333333333334,68318.75510030714,66561.24489969286,0.1820757568793356,-184.8940039449808,-272.94852553849296,88.05452159351216,785.7142857142857,-0.8016461524998149,0.25318305729897,-0.6651629233701715,0.7220631782083635,0.0173345857833315,0.0,0.0069338343133326,No,Normal
2024-02-07,58276.98046875,67600.0,67900.0,67200.0,67600.0,2736300,1.0,700.0,0.0,0.0120780622329469,0.0,0.0103550295857988,0.0,2716716.6166666667,1157792.8029573422,-0.0005794087088839,0.0120780622329469,0.0169144110097347,0.0479719923369371,1.111917777168963,67620.0,67415.0,67920.0,55.55555555555556,68241.59733721732,66588.40266278268,0.2238090926142932,-160.18968684940774,-250.3967578006759,90.20707095126818,771.4285714285714,0.0166185805525487,0.7058704798780241,-0.2063117251177051,1.1271081417770752,0.0119072093569245,0.0,0.0047628837427698,No,Normal
2024-02-15,58276.98046875,67600.0,68000.0,67200.0,67600.0,4115500,8.0,800.0,0.0,0.0120588786343084,0.0,0.0118343195266272,0.0,2712254.9166666665,1151289.8943629763,-0.0006364082528876,0.0120588786343084,1.2188460006502249,0.0527750773672268,1.6252536871400407,67640.0,67420.0,67910.0,44.44444444444444,68249.96512291975,66590.03487708025,0.2168765831590313,-139.0089291608601,-228.1191920727128,89.11026291185266,721.4285714285714,0.0233415650288979,2.33946207420086,0.1800988214038909,-0.3590552738448222,0.1059629127748794,0.1221634168563155,0.11568321522374106,No,Normal
2024-02-16,60345.98828125,70000.0,70300.0,67500.0,67800.0,11114600,1.0,2800.0,0.0355029585798816,0.0124973066637525,0.0348872590004405,0.04,0.0324483775811209,2745658.2416666667,1324905.2255442606,-0.0003065828734176,0.0124973066637525,6.316634274648164,2.865380710962471,3.906951474326462,68160.0,67525.0,67940.0,64.91228070175438,68937.53784299563,66112.46215700437,1.7521654462376373,70.62282035763201,-168.37078958664384,238.99360994427585,871.4285714285714,3.5408892398985103,4.700784897450194,4.443569407634043,2.1332136852303045,0.7844091415241048,0.8166666666666667,0.803763656609642,Yes,High
2024-02-19,61983.953125,71900.0,72600.0,70700.0,70900.0,7144500,3.0,1900.0,0.0271428571428571,0.0127364449651617,0.026781022677642,0.0264255910987482,0.0141043723554301,2775048.175,1382286.422776115,-3.491718121984751e-05,0.0127364449651617,3.1610321515164794,2.1338587336118366,2.391715228337137,68940.0,67760.0,68010.0,80.0,70162.10434060595,65357.89565939405,1.7234888301961349,385.6263526543771,-57.571361138439656,443.1977137928168,1007.1428571428572,2.42746055302094,1.9665463597206243,2.0440855672724827,3.141409545369433,0.5367459802185075,1.0,0.814698392087403,Yes,High
2024-02-20,61639.1171875,71500.0,72400.0,71300.0,71700.0,4435700,1.0,1100.0,-0.0055632823365785,0.0127440831013071,-0.0055788150270389,0.0153846153846153,-0.00278940027894,2786386.441666667,1390325.1437223663,-5.8415498816620966e-05,0.0127440831013071,1.1862790267300842,-0.4319547192216037,1.4496777778453207,69720.0,67985.0,68092.0,80.0,70879.8411464462,65090.1588535538,1.2142289756780371,596.12055769992,73.16702262923228,522.9535350706877,1028.571428571429,-0.7328399566327994,0.4861249695622444,0.4166167032953985,2.636908118355717,0.2748567710870438,0.1126647161296078,0.17754153811258222,No,Normal
2024-02-21,61466.703125,71300.0,71900.0,71000.0,71500.0,3590200,1.0,900.0,-0.0027972027972027,0.0127056265742419,-0.0028011222797116,0.0126227208976157,-0.0027972027972027,2781531.433333333,1386454.940683751,-0.0001734265766887,0.0127056265742419,0.5832635038740315,-0.2065050633420265,1.1551368304008898,70460.0,68180.0,68150.0,82.3529411764706,71414.42014651939,64945.5798534806,0.9646242166026184,738.2898572917329,206.19158956173243,532.0982677300005,1050.0,-0.4229097743255684,0.0155978461790593,-0.0117290580512802,2.44846511997892,0.2304294562102992,0.0,0.09217178248411968,No,Normal
2024-02-22,61725.3203125,71600.0,72700.0,71100.0,71300.0,4698100,1.0,1600.0,0.0042075736325386,0.0126212576837796,0.0041987465463497,0.0223463687150838,0.0042075736325385,2777298.9166666665,1379750.4549719505,-0.0002744178848529,0.0126212576837796,1.3921365826781933,0.3551144925241265,1.468780466398423,71260.0,68405.0,68206.0,82.85714285714286,71935.60304972633,64874.39695027367,0.9049445533809458,865.1941249799856,337.99209664538307,527.2020283346026,1121.428571428571,0.2926397022267243,0.4636261021614599,1.3537308055924249,2.185383763230766,0.2735882173248732,0.1727065032811397,0.21305918889863312,No,Normal
2024-02-23,61208.078125,71000.0,72700.0,71000.0,71800.0,6142500,1.0,1700.0,-0.0083798882681563,0.012639875551113,-0.0084151969252844,0.0239436619718309,-0.011142061281337,2803108.075,1413364.817954503,-0.0003665617551822,0.012639875551113,2.362724671350562,-0.6339719469997902,1.8670174744628936,71460.0,68555.0,68264.0,76.3157894736842,72263.58179731396,64846.41820268604,0.6592816698207535,906.8975355621806,451.7731844287426,455.1243511334379,1214.2857142857142,-0.9241346397807702,1.0294908152319004,1.463174126312714,1.5868673001384033,0.2968771832250948,0.8166666666666667,0.608750873290038,Yes,Medium
2024-02-26,61208.078125,71000.0,71700.0,70700.0,71000.0,3138400,3.0,1000.0,0.0,0.0120799854443353,0.0,0.0140845070422535,0.0,2778970.575,1382095.7180453672,-0.0007003401263437,0.0120799854443353,0.2600611667535761,0.057975245878478,0.94092814678639,71280.0,68690.0,68314.0,77.33333333333334,72552.85958980214,64827.14041019786,0.5980025797723394,929.2361331914,547.2657741812741,381.9703590101258,1257.142857142857,-0.1084852882764077,-0.3953146331373972,0.0678548984707748,1.5367893230997258,0.1482248285254327,0.0,0.05928993141017308,No,Normal
2024-02-27,62070.16015625,72000.0,72400.0,71100.0,71200.0,5282500,1.0,1300.0,0.0140845070422535,0.0121432594188909,0.0139862419747398,0.0180555555555555,0.0112359550561797,2787993.066666667,1394923.485535768,-0.0005294818573459,0.0121432594188909,1.7882750983830722,1.2034650990709197,1.539354422681576,71380.0,68905.0,68386.0,79.76190476190476,73007.10472293124,64802.89527706876,0.7544907331835273,1015.9203776793438,640.9966948808881,374.9236827984557,1264.2857142857142,1.1961880725575071,0.4883534769111546,0.5993138636053611,1.5797459321332823,0.2630822615533945,0.6549135703617294,0.4981810468383954,Yes,Low
2024-02-28,62242.56640625,72200.0,72600.0,71500.0,72400.0,3509000,1.0,1100.0,0.0027777777777777,0.0121357935405736,0.0027739268827252,0.0152354570637119,-0.0027624309392265,2795070.566666667,1396420.8543573867,-0.0005494000313339,0.0121357935405736,0.5112566395049102,0.2741623609521613,1.013394471879728,71560.0,69150.0,68450.0,79.01234567901234,73429.94097352313,64870.05902647687,0.7126266504300225,1088.2123597975003,730.4398278642105,357.77253193329,1285.7142857142858,0.0762030350086493,-0.321299123998121,0.171165882975554,1.4339669657487626,0.1598887107769258,0.0,0.06395548431077032,No,Normal
2024-02-29,62070.16015625,72000.0,73300.0,71600.0,72600.0,6568800,1.0,1700.0,-0.002770083102493,0.0121373741662415,-0.0027739268827252,0.0236111111111111,-0.0082644628099173,2813260.566666667,1431104.7191328153,-0.000572484057188,0.0121373741662415,2.6242240579075307,-0.1810605008303493,1.8341635409065875,71640.0,69405.0,68490.0,78.04878048780488,73727.9984720647,65082.0015279353,0.6002777971745631,1116.4956807185808,807.6509984350846,308.84468228349624,1357.142857142857,-0.4952040757784847,0.8881304574159964,1.263399165760932,1.2787184386729276,0.2967648119167388,0.8166666666666667,0.6087059247666955,Yes,Medium
2024-03-01,61639.1171875,71500.0,72100.0,71200.0,72100.0,4487700,1.0,900.0,-0.0069444444444444,0.0118292953928068,-0.0069686693160933,0.0125874125874125,-0.0083217753120665,2793658.8916666666,1391036.831411299,-0.0008767126109345,0.0118292953928068,1.2178262070995032,-0.5129411035926548,1.2256496794048166,71740.0,69630.0,68532.0,71.60493827160494,73893.97393099566,65366.02606900434,0.4385580283234391,1086.0453403494175,863.3298668179513,222.71547353146627,1350.0,-0.8588638666180072,-0.0574537205447764,-0.2497476651064963,0.844192750413212,0.147152161708491,0.1218659770706884,0.13198045092580943,No,Normal
2024-03-04,62070.16015625,72000.0,72700.0,71600.0,71800.0,5014600,3.0,1100.0,0.006993006993007,0.0118510232877857,0.0069686693160934,0.0152777777777777,0.0027855153203342,2816443.8833333333,1404883.079368123,-0.0008080338905704,0.0118510232877857,1.5646541331078851,0.6582588434888735,1.3482982809210362,71940.0,69880.0,68608.0,76.82926829268293,74080.55134225823,65679.44865774177,0.5046956523712626,1089.6976908824145,908.603431630844,181.0942592515705,1392.857142857143,0.4677004482299212,0.1207699135195639,0.1129475281640158,1.077846580633051,0.2056788813762767,0.2230241221564665,0.21608602584439057,No,Low
2024-03-05,62932.23828125,73000.0,73000.0,71700.0,72000.0,5530900,1.0,1300.0,0.0138888888888888,0.0119157294380362,0.0137933221323357,0.0178082191780821,0.0138888888888888,2831478.8833333333,1424227.5193590852,-0.0006402098164963,0.0119157294380362,1.895358066021242,1.219320964019775,1.4457273901155872,72140.0,70185.0,68706.0,79.34782608695653,74360.25290756204,66009.74709243796,0.6742106555752799,1159.913091546361,958.8653636139474,201.0477279324137,1435.7142857142858,1.0876455253602504,0.2401677290290442,0.4204079787289232,1.1427208844879642,0.279290713367982,0.3194794359228622,0.3034039469009101,No,Low
2024-03-06,61897.74609375,71800.0,73500.0,71800.0,73300.0,4833900,1.0,1700.0,-0.0164383561643836,0.0119850842205908,-0.0165749650942126,0.0236768802228412,-0.0204638472032742,2848637.208333333,1435895.233586812,-0.0008296070193337,0.0119850842205908,1.3825958504699227,-1.3023478899074736,1.2338501566806006,72060.0,70425.0,68802.0,70.1923076923077,74375.14989722242,66474.85010277758,0.3480880563461249,1105.980279057476,988.2883467026531,117.69193235482273,1500.0,-1.7432909962544405,-0.113299855108328,1.1590952286033205,0.5722299225538969,0.2586150988155415,0.1699237897203941,0.20540031335845307,No,Normal
2024-03-07,62070.16015625,72000.0,72100.0,71300.0,71700.0,5217600,1.0,800.0,0.0027855153203342,0.011979125794355,0.0027816429618767,0.0111111111111111,0.00418410041841,2856826.375,1446629.9062271444,-0.0007543110583309,0.011979125794355,1.6319126369763577,0.2954995581007481,1.2954044952839987,72060.0,70650.0,68902.0,62.19512195121952,74406.53815997767,66893.46184002233,0.3593734290743962,1067.075878628195,1004.0458530877617,63.03002554043337,1357.142857142857,0.0358238022913151,-0.0497234931320606,-0.5557751732084238,0.0813562697044617,0.1481090581726428,0.2426411857847709,0.20482833473991965,No,Low
2024-03-08,60345.98828125,70000.0,72900.0,70000.0,72100.0,7361000,1.0,2900.0,-0.0277777777777777,0.0121882152520284,-0.0281708769666963,0.0414285714285714,-0.029126213592233,2895597.208333333,1503835.517036751,-0.0010696499821604,0.0121882152520284,2.9693425518141563,-2.1913075247971583,1.7612154563943054,71760.0,70780.0,68940.0,38.55421686746988,74230.46144892627,67329.53855107373,-0.226056720686656,864.8906546038052,976.2148133909704,-111.32415878716516,1378.571428571429,-2.456031664790401,0.6474910599552063,2.915892492481152,-1.2645000623838316,0.4364503060186918,0.4499999999999999,0.44458012240747663,Yes,Medium
2024-03-11,61393.9609375,70300.0,71300.0,70000.0,70500.0,4268400,3.0,1300.0,0.0042857142857142,0.0121305435298462,0.0042765567672601,0.0184921763869132,-0.0028368794326241,2910270.5416666665,1508600.6624194658,-0.0009094026952008,0.0121305435298462,0.9002577634794291,0.4282674529902855,1.0028067185826073,71420.0,70895.0,68990.0,42.6829268292683,74099.91399014242,67690.08600985758,-0.185652408092724,720.5587479795213,925.0836003086806,-204.52485232915933,1392.857142857143,0.2776871072519963,-0.5767598090181342,0.2597669239185932,-0.9859019433274632,0.0689206906630488,0.0292418476815001,0.04511338487411958,No,Normal
2024-03-12,61131.97265625,70000.0,70600.0,70000.0,70400.0,3844000,1.0,600.0,-0.0042674253200568,0.0121266030731471,-0.0042765567672601,0.0085714285714285,-0.0056818181818181,2920136.375,1510820.42468278,-0.0009765701354469,0.0121266030731471,0.6114979715037804,-0.2713748578030945,0.8919786890419351,70820.0,71015.0,69038.0,42.16867469879519,73859.95860667326,68170.04139332674,-0.3567714474365887,575.3350747214135,855.1338951912272,-279.7988204698137,1371.428571428571,-0.4684249422650774,-0.7613034296822772,-0.8720602551830028,-1.004495685781998,0.0658380211077218,0.0,0.02633520844308872,No,Normal
2024-03-13,61830.62109375,70800.0,70900.0,70000.0,70100.0,5706500,1.0,900.0,0.0114285714285713,0.0121777837946006,0.011363758650315,0.0127118644067796,0.0099857346647646,2920900.5416666665,1512217.372568173,-0.0008918274222407,0.0121777837946006,1.842062860052056,1.0117110845960928,1.2880656330741576,70620.0,71175.0,69096.0,45.45454545454546,73528.83226160861,68821.16773839139,-0.1593146657543576,518.8169822859054,787.8705126101629,-269.0535303242575,1321.428571428571,0.8270597755071374,-0.1539373486630414,-0.4011947725731801,-0.8585994054653993,0.1633685358245561,0.3039350008485162,0.24770841483893216,No,Low
2024-03-14,61568.62109375,70500.0,71300.0,70300.0,71000.0,5476400,1.0,1000.0,-0.0042372881355932,0.0121663259579098,-0.004246290881451,0.0141843971631205,-0.0070422535211267,2954040.5416666665,1524334.971528476,-0.000864245074943,0.0121663259579098,1.6547278029081245,-0.2772441797399954,1.2117314294775583,70320.0,71320.0,69146.0,47.05882352941176,73010.34409452477,69629.65590547523,-0.485108329514728,444.69235736023984,719.2348815601783,-274.5425241999385,1271.428571428571,-0.5190153738953102,-0.2881115995157299,-0.2549829764201656,-0.8218264187800237,0.1062822225816589,0.2492956091815363,0.19209025454158532,No,Low
2024-03-15,60860.94140625,68800.0,70100.0,68700.0,70100.0,4851100,1.0,1400.0,-0.024113475177305,0.01234968555848,-0.024408964878925,0.0203488372093023,-0.0185449358059914,2973035.5166666666,1533703.7366042747,-0.0010651907014206,0.01234968555848,1.2245288568517785,-1.866305370022808,1.0488124082046817,70080.0,71260.0,69172.0,39.21568627450981,73212.48829095486,69307.51170904514,-1.259930731157901,245.93725398702367,624.5753560455474,-378.6381020585237,1328.571428571429,-1.99250793531814,-0.5901215308945653,0.4176120258101117,-1.314279298711052,0.2573785848133738,0.3110057329233188,0.2895548736793408,No,Low
2024-03-18,60064.796875,67900.0,69100.0,67600.0,68800.0,6796300,3.0,1500.0,-0.0130813953488372,0.0123841281917106,-0.0131677103746475,0.0220913107511045,-0.0130813953488372,3009644.6666666665,1571942.0749114435,-0.0011108309731805,0.0123841281917106,2.4089025885681297,-0.9666053346951938,1.4217972794020737,69600.0,71060.0,69160.0,29.70297029702969,73496.04511236424,68623.95488763576,-1.297184515985066,15.619868107853108,502.7842584580086,-487.1643903501555,1335.7142857142858,-1.0594315003231909,0.003658858328505,0.573531002291587,-1.8154640534058213,0.3375718886634568,0.4499999999999999,0.40502875546538264,Yes,Medium
2024-03-19,59976.33203125,67800.0,68500.0,67800.0,68500.0,3222100,1.0,700.0,-0.0014727540500736,0.0123816454469766,-0.0014738396183005,0.0103244837758112,-0.0102189781021897,3015012.9833333334,1571555.1945644328,-0.0010911754433935,0.0123816454469766,0.131772028995814,-0.03081808539214,0.6676359266217262,69160.0,70875.0,69164.0,28.0,73701.10015839199,68048.89984160801,-1.0880718402243872,-172.98343841408496,367.6307190835899,-540.6141574976748,1307.142857142857,-0.1555588019324234,-1.2681005419086264,-0.8847711164221986,-1.831189418951442,0.1704470192440983,0.0,0.06817880769763933,No,Normal
2024-03-20,60153.25,68000.0,68600.0,67500.0,67800.0,3657800,1.0,1100.0,0.0029498525073745,0.0123773374231034,0.0029455102297567,0.0161764705882352,0.0029498525073746,3009145.458333333,1567794.1280016438,-0.0010131745357465,0.0123773374231034,0.4137370653973941,0.3201841323097301,0.7620379623154611,68600.0,70710.0,69158.0,30.0,73804.2391293295,67615.7608706705,-0.8758211265291719,-302.8238245675748,233.53981035335696,-536.3636349209318,1264.2857142857142,0.1849464662391333,-1.0372971723612636,-0.149247258737466,-1.6299617124438155,0.1416719097401915,0.0,0.056668763896076606,No,Normal
2024-03-21,60507.1015625,68400.0,68500.0,67900.0,68200.0,5061700,1.0,600.0,0.0058823529411764,0.0123916093182092,0.005865119452398,0.0087719298245614,0.002932551319648,3028030.433333333,1578809.1802266864,-0.0009749076160754,0.0123916093182092,1.2881034593266498,0.553379337676126,1.0364329196501882,68180.0,70550.0,69146.0,34.34343434343434,73778.4915819523,67321.5084180477,-0.665945673211225,-369.1908071713842,112.99368684840871,-482.18449401979296,1242.857142857143,0.4181220665675872,-0.5783242090827787,-1.0627271872667772,-1.340287314789472,0.151675276698722,0.1423635089702728,0.14608821606165248,No,Normal
2024-03-22,59976.33203125,67800.0,68700.0,67800.0,68600.0,6162600,1.0,900.0,-0.0087719298245614,0.012297312953445,-0.0088106296821549,0.0132743362831858,-0.0116618075801749,3057430.433333333,1604067.8031704463,-0.0008869245570533,0.012297312953445,1.935809421851924,-0.6411974142122736,1.2325331470202348,67980.0,70390.0,69122.0,29.0,73834.53801042508,66945.46198957492,-0.7519150586119884,-464.843676081262,-2.5737857375254123,-462.2698903437365,1221.428571428571,-0.6998592223938116,-0.2591954682397686,-0.5232880632699076,-1.5215203417702885,0.1857280831145148,0.3312777480401445,0.2730578820698926,No,Low
2024-03-25,59534.03125,67300.0,68200.0,67100.0,67900.0,5588600,3.0,1100.0,-0.0073746312684366,0.0122921387723782,-0.0074019582956678,0.0163447251114413,-0.0088365243004418,3085057.933333333,1618930.4331314666,-0.0010031323362395,0.0122921387723782,1.546417323086646,-0.5183393264738071,1.1028600635043424,67860.0,70205.0,69092.0,20.0,73899.93251843515,66510.06748156485,-0.7862119228175523,-574.3740585481864,-116.93384029965765,-457.4402182485288,1207.142857142857,-0.551243746570185,-0.4562717535875155,-0.1480654426405625,-1.8004440166457116,0.2053884303912129,0.2177050525669384,0.2127784036966482,No,Low
